id,name,full_name,private,html_url,description,fork,url,forks_url,keys_url,collaborators_url,teams_url,hooks_url,issue_events_url,events_url,assignees_url,branches_url,tags_url,blobs_url,git_tags_url,git_refs_url,trees_url,statuses_url,languages_url,stargazers_url,contributors_url,subscribers_url,subscription_url,commits_url,git_commits_url,comments_url,issue_comment_url,contents_url,compare_url,merges_url,archive_url,downloads_url,issues_url,pulls_url,milestones_url,notifications_url,labels_url,releases_url,created_at,updated_at,pushed_at,git_url,ssh_url,clone_url,svn_url,homepage,size,stargazers_count,watchers_count,language,has_issues,has_downloads,has_wiki,has_pages,forks_count,mirror_url,open_issues_count,forks,open_issues,watchers,default_branch
13491895,free-programming-books,vhf/free-programming-books,FALSE,https://github.com/vhf/free-programming-books,,FALSE,https://api.github.com/repos/vhf/free-programming-books,https://api.github.com/repos/vhf/free-programming-books/forks,https://api.github.com/repos/vhf/free-programming-books/keys{/key_id},https://api.github.com/repos/vhf/free-programming-books/collaborators{/collaborator},https://api.github.com/repos/vhf/free-programming-books/teams,https://api.github.com/repos/vhf/free-programming-books/hooks,https://api.github.com/repos/vhf/free-programming-books/issues/events{/number},https://api.github.com/repos/vhf/free-programming-books/events,https://api.github.com/repos/vhf/free-programming-books/assignees{/user},https://api.github.com/repos/vhf/free-programming-books/branches{/branch},https://api.github.com/repos/vhf/free-programming-books/tags,https://api.github.com/repos/vhf/free-programming-books/git/blobs{/sha},https://api.github.com/repos/vhf/free-programming-books/git/tags{/sha},https://api.github.com/repos/vhf/free-programming-books/git/refs{/sha},https://api.github.com/repos/vhf/free-programming-books/git/trees{/sha},https://api.github.com/repos/vhf/free-programming-books/statuses/{sha},https://api.github.com/repos/vhf/free-programming-books/languages,https://api.github.com/repos/vhf/free-programming-books/stargazers,https://api.github.com/repos/vhf/free-programming-books/contributors,https://api.github.com/repos/vhf/free-programming-books/subscribers,https://api.github.com/repos/vhf/free-programming-books/subscription,https://api.github.com/repos/vhf/free-programming-books/commits{/sha},https://api.github.com/repos/vhf/free-programming-books/git/commits{/sha},https://api.github.com/repos/vhf/free-programming-books/comments{/number},https://api.github.com/repos/vhf/free-programming-books/issues/comments{/number},https://api.github.com/repos/vhf/free-programming-books/contents/{+path},https://api.github.com/repos/vhf/free-programming-books/compare/{base}...{head},https://api.github.com/repos/vhf/free-programming-books/merges,https://api.github.com/repos/vhf/free-programming-books/{archive_format}{/ref},https://api.github.com/repos/vhf/free-programming-books/downloads,https://api.github.com/repos/vhf/free-programming-books/issues{/number},https://api.github.com/repos/vhf/free-programming-books/pulls{/number},https://api.github.com/repos/vhf/free-programming-books/milestones{/number},"https://api.github.com/repos/vhf/free-programming-books/notifications{?since,all,participating}",https://api.github.com/repos/vhf/free-programming-books/labels{/name},https://api.github.com/repos/vhf/free-programming-books/releases{/id},2013-10-11T06:50:37Z,2015-06-16T19:30:49Z,2015-06-16T19:14:25Z,git://github.com/vhf/free-programming-books.git,git@github.com:vhf/free-programming-books.git,https://github.com/vhf/free-programming-books.git,https://github.com/vhf/free-programming-books,http://resrc.io/list/10/list-of-free-programming-books/,10495,40586,40586,NA,TRUE,TRUE,TRUE,FALSE,9076,NA,37,9076,37,40586,master
2325298,linux,torvalds/linux,FALSE,https://github.com/torvalds/linux,Linux kernel source tree,FALSE,https://api.github.com/repos/torvalds/linux,https://api.github.com/repos/torvalds/linux/forks,https://api.github.com/repos/torvalds/linux/keys{/key_id},https://api.github.com/repos/torvalds/linux/collaborators{/collaborator},https://api.github.com/repos/torvalds/linux/teams,https://api.github.com/repos/torvalds/linux/hooks,https://api.github.com/repos/torvalds/linux/issues/events{/number},https://api.github.com/repos/torvalds/linux/events,https://api.github.com/repos/torvalds/linux/assignees{/user},https://api.github.com/repos/torvalds/linux/branches{/branch},https://api.github.com/repos/torvalds/linux/tags,https://api.github.com/repos/torvalds/linux/git/blobs{/sha},https://api.github.com/repos/torvalds/linux/git/tags{/sha},https://api.github.com/repos/torvalds/linux/git/refs{/sha},https://api.github.com/repos/torvalds/linux/git/trees{/sha},https://api.github.com/repos/torvalds/linux/statuses/{sha},https://api.github.com/repos/torvalds/linux/languages,https://api.github.com/repos/torvalds/linux/stargazers,https://api.github.com/repos/torvalds/linux/contributors,https://api.github.com/repos/torvalds/linux/subscribers,https://api.github.com/repos/torvalds/linux/subscription,https://api.github.com/repos/torvalds/linux/commits{/sha},https://api.github.com/repos/torvalds/linux/git/commits{/sha},https://api.github.com/repos/torvalds/linux/comments{/number},https://api.github.com/repos/torvalds/linux/issues/comments{/number},https://api.github.com/repos/torvalds/linux/contents/{+path},https://api.github.com/repos/torvalds/linux/compare/{base}...{head},https://api.github.com/repos/torvalds/linux/merges,https://api.github.com/repos/torvalds/linux/{archive_format}{/ref},https://api.github.com/repos/torvalds/linux/downloads,https://api.github.com/repos/torvalds/linux/issues{/number},https://api.github.com/repos/torvalds/linux/pulls{/number},https://api.github.com/repos/torvalds/linux/milestones{/number},"https://api.github.com/repos/torvalds/linux/notifications{?since,all,participating}",https://api.github.com/repos/torvalds/linux/labels{/name},https://api.github.com/repos/torvalds/linux/releases{/id},2011-09-04T22:48:12Z,2015-06-16T19:16:45Z,2015-06-15T01:54:14Z,git://github.com/torvalds/linux.git,git@github.com:torvalds/linux.git,https://github.com/torvalds/linux.git,https://github.com/torvalds/linux,,1713774,23304,23304,C,FALSE,TRUE,FALSE,FALSE,9242,NA,77,9242,77,23304,master
576201,three.js,mrdoob/three.js,FALSE,https://github.com/mrdoob/three.js,JavaScript 3D library.,FALSE,https://api.github.com/repos/mrdoob/three.js,https://api.github.com/repos/mrdoob/three.js/forks,https://api.github.com/repos/mrdoob/three.js/keys{/key_id},https://api.github.com/repos/mrdoob/three.js/collaborators{/collaborator},https://api.github.com/repos/mrdoob/three.js/teams,https://api.github.com/repos/mrdoob/three.js/hooks,https://api.github.com/repos/mrdoob/three.js/issues/events{/number},https://api.github.com/repos/mrdoob/three.js/events,https://api.github.com/repos/mrdoob/three.js/assignees{/user},https://api.github.com/repos/mrdoob/three.js/branches{/branch},https://api.github.com/repos/mrdoob/three.js/tags,https://api.github.com/repos/mrdoob/three.js/git/blobs{/sha},https://api.github.com/repos/mrdoob/three.js/git/tags{/sha},https://api.github.com/repos/mrdoob/three.js/git/refs{/sha},https://api.github.com/repos/mrdoob/three.js/git/trees{/sha},https://api.github.com/repos/mrdoob/three.js/statuses/{sha},https://api.github.com/repos/mrdoob/three.js/languages,https://api.github.com/repos/mrdoob/three.js/stargazers,https://api.github.com/repos/mrdoob/three.js/contributors,https://api.github.com/repos/mrdoob/three.js/subscribers,https://api.github.com/repos/mrdoob/three.js/subscription,https://api.github.com/repos/mrdoob/three.js/commits{/sha},https://api.github.com/repos/mrdoob/three.js/git/commits{/sha},https://api.github.com/repos/mrdoob/three.js/comments{/number},https://api.github.com/repos/mrdoob/three.js/issues/comments{/number},https://api.github.com/repos/mrdoob/three.js/contents/{+path},https://api.github.com/repos/mrdoob/three.js/compare/{base}...{head},https://api.github.com/repos/mrdoob/three.js/merges,https://api.github.com/repos/mrdoob/three.js/{archive_format}{/ref},https://api.github.com/repos/mrdoob/three.js/downloads,https://api.github.com/repos/mrdoob/three.js/issues{/number},https://api.github.com/repos/mrdoob/three.js/pulls{/number},https://api.github.com/repos/mrdoob/three.js/milestones{/number},"https://api.github.com/repos/mrdoob/three.js/notifications{?since,all,participating}",https://api.github.com/repos/mrdoob/three.js/labels{/name},https://api.github.com/repos/mrdoob/three.js/releases{/id},2010-03-23T18:58:01Z,2015-06-16T12:02:19Z,2015-06-16T09:53:36Z,git://github.com/mrdoob/three.js.git,git@github.com:mrdoob/three.js.git,https://github.com/mrdoob/three.js.git,https://github.com/mrdoob/three.js,http://threejs.org/,381618,19946,19946,JavaScript,TRUE,FALSE,TRUE,TRUE,5984,NA,850,5984,850,19946,master
596892,flask,mitsuhiko/flask,FALSE,https://github.com/mitsuhiko/flask,"A microframework based on Werkzeug, Jinja2 and good intentions",FALSE,https://api.github.com/repos/mitsuhiko/flask,https://api.github.com/repos/mitsuhiko/flask/forks,https://api.github.com/repos/mitsuhiko/flask/keys{/key_id},https://api.github.com/repos/mitsuhiko/flask/collaborators{/collaborator},https://api.github.com/repos/mitsuhiko/flask/teams,https://api.github.com/repos/mitsuhiko/flask/hooks,https://api.github.com/repos/mitsuhiko/flask/issues/events{/number},https://api.github.com/repos/mitsuhiko/flask/events,https://api.github.com/repos/mitsuhiko/flask/assignees{/user},https://api.github.com/repos/mitsuhiko/flask/branches{/branch},https://api.github.com/repos/mitsuhiko/flask/tags,https://api.github.com/repos/mitsuhiko/flask/git/blobs{/sha},https://api.github.com/repos/mitsuhiko/flask/git/tags{/sha},https://api.github.com/repos/mitsuhiko/flask/git/refs{/sha},https://api.github.com/repos/mitsuhiko/flask/git/trees{/sha},https://api.github.com/repos/mitsuhiko/flask/statuses/{sha},https://api.github.com/repos/mitsuhiko/flask/languages,https://api.github.com/repos/mitsuhiko/flask/stargazers,https://api.github.com/repos/mitsuhiko/flask/contributors,https://api.github.com/repos/mitsuhiko/flask/subscribers,https://api.github.com/repos/mitsuhiko/flask/subscription,https://api.github.com/repos/mitsuhiko/flask/commits{/sha},https://api.github.com/repos/mitsuhiko/flask/git/commits{/sha},https://api.github.com/repos/mitsuhiko/flask/comments{/number},https://api.github.com/repos/mitsuhiko/flask/issues/comments{/number},https://api.github.com/repos/mitsuhiko/flask/contents/{+path},https://api.github.com/repos/mitsuhiko/flask/compare/{base}...{head},https://api.github.com/repos/mitsuhiko/flask/merges,https://api.github.com/repos/mitsuhiko/flask/{archive_format}{/ref},https://api.github.com/repos/mitsuhiko/flask/downloads,https://api.github.com/repos/mitsuhiko/flask/issues{/number},https://api.github.com/repos/mitsuhiko/flask/pulls{/number},https://api.github.com/repos/mitsuhiko/flask/milestones{/number},"https://api.github.com/repos/mitsuhiko/flask/notifications{?since,all,participating}",https://api.github.com/repos/mitsuhiko/flask/labels{/name},https://api.github.com/repos/mitsuhiko/flask/releases{/id},2010-04-06T11:11:59Z,2015-06-16T14:34:20Z,2015-06-13T15:55:12Z,git://github.com/mitsuhiko/flask.git,git@github.com:mitsuhiko/flask.git,https://github.com/mitsuhiko/flask.git,https://github.com/mitsuhiko/flask,http://flask.pocoo.org/,15818,14457,14457,Python,TRUE,TRUE,TRUE,FALSE,4195,NA,149,4195,149,14457,master
156018,redis,antirez/redis,FALSE,https://github.com/antirez/redis,"Redis is an in-memory database that persists on disk. The data model is key-value, but many different kind of values are supported: Strings, Lists, Sets, Sorted Sets, Hashes, HyperLogLogs, Bitmaps.",FALSE,https://api.github.com/repos/antirez/redis,https://api.github.com/repos/antirez/redis/forks,https://api.github.com/repos/antirez/redis/keys{/key_id},https://api.github.com/repos/antirez/redis/collaborators{/collaborator},https://api.github.com/repos/antirez/redis/teams,https://api.github.com/repos/antirez/redis/hooks,https://api.github.com/repos/antirez/redis/issues/events{/number},https://api.github.com/repos/antirez/redis/events,https://api.github.com/repos/antirez/redis/assignees{/user},https://api.github.com/repos/antirez/redis/branches{/branch},https://api.github.com/repos/antirez/redis/tags,https://api.github.com/repos/antirez/redis/git/blobs{/sha},https://api.github.com/repos/antirez/redis/git/tags{/sha},https://api.github.com/repos/antirez/redis/git/refs{/sha},https://api.github.com/repos/antirez/redis/git/trees{/sha},https://api.github.com/repos/antirez/redis/statuses/{sha},https://api.github.com/repos/antirez/redis/languages,https://api.github.com/repos/antirez/redis/stargazers,https://api.github.com/repos/antirez/redis/contributors,https://api.github.com/repos/antirez/redis/subscribers,https://api.github.com/repos/antirez/redis/subscription,https://api.github.com/repos/antirez/redis/commits{/sha},https://api.github.com/repos/antirez/redis/git/commits{/sha},https://api.github.com/repos/antirez/redis/comments{/number},https://api.github.com/repos/antirez/redis/issues/comments{/number},https://api.github.com/repos/antirez/redis/contents/{+path},https://api.github.com/repos/antirez/redis/compare/{base}...{head},https://api.github.com/repos/antirez/redis/merges,https://api.github.com/repos/antirez/redis/{archive_format}{/ref},https://api.github.com/repos/antirez/redis/downloads,https://api.github.com/repos/antirez/redis/issues{/number},https://api.github.com/repos/antirez/redis/pulls{/number},https://api.github.com/repos/antirez/redis/milestones{/number},"https://api.github.com/repos/antirez/redis/notifications{?since,all,participating}",https://api.github.com/repos/antirez/redis/labels{/name},https://api.github.com/repos/antirez/redis/releases{/id},2009-03-21T22:32:25Z,2015-06-16T15:34:06Z,2015-06-16T00:34:54Z,git://github.com/antirez/redis.git,git@github.com:antirez/redis.git,https://github.com/antirez/redis.git,https://github.com/antirez/redis,http://redis.io,170831,13771,13771,C,TRUE,TRUE,TRUE,FALSE,4510,NA,749,4510,749,13771,unstable
3022431,backbone-fundamentals,addyosmani/backbone-fundamentals,FALSE,https://github.com/addyosmani/backbone-fundamentals,A creative-commons book on Backbone.js for beginners and advanced users alike,FALSE,https://api.github.com/repos/addyosmani/backbone-fundamentals,https://api.github.com/repos/addyosmani/backbone-fundamentals/forks,https://api.github.com/repos/addyosmani/backbone-fundamentals/keys{/key_id},https://api.github.com/repos/addyosmani/backbone-fundamentals/collaborators{/collaborator},https://api.github.com/repos/addyosmani/backbone-fundamentals/teams,https://api.github.com/repos/addyosmani/backbone-fundamentals/hooks,https://api.github.com/repos/addyosmani/backbone-fundamentals/issues/events{/number},https://api.github.com/repos/addyosmani/backbone-fundamentals/events,https://api.github.com/repos/addyosmani/backbone-fundamentals/assignees{/user},https://api.github.com/repos/addyosmani/backbone-fundamentals/branches{/branch},https://api.github.com/repos/addyosmani/backbone-fundamentals/tags,https://api.github.com/repos/addyosmani/backbone-fundamentals/git/blobs{/sha},https://api.github.com/repos/addyosmani/backbone-fundamentals/git/tags{/sha},https://api.github.com/repos/addyosmani/backbone-fundamentals/git/refs{/sha},https://api.github.com/repos/addyosmani/backbone-fundamentals/git/trees{/sha},https://api.github.com/repos/addyosmani/backbone-fundamentals/statuses/{sha},https://api.github.com/repos/addyosmani/backbone-fundamentals/languages,https://api.github.com/repos/addyosmani/backbone-fundamentals/stargazers,https://api.github.com/repos/addyosmani/backbone-fundamentals/contributors,https://api.github.com/repos/addyosmani/backbone-fundamentals/subscribers,https://api.github.com/repos/addyosmani/backbone-fundamentals/subscription,https://api.github.com/repos/addyosmani/backbone-fundamentals/commits{/sha},https://api.github.com/repos/addyosmani/backbone-fundamentals/git/commits{/sha},https://api.github.com/repos/addyosmani/backbone-fundamentals/comments{/number},https://api.github.com/repos/addyosmani/backbone-fundamentals/issues/comments{/number},https://api.github.com/repos/addyosmani/backbone-fundamentals/contents/{+path},https://api.github.com/repos/addyosmani/backbone-fundamentals/compare/{base}...{head},https://api.github.com/repos/addyosmani/backbone-fundamentals/merges,https://api.github.com/repos/addyosmani/backbone-fundamentals/{archive_format}{/ref},https://api.github.com/repos/addyosmani/backbone-fundamentals/downloads,https://api.github.com/repos/addyosmani/backbone-fundamentals/issues{/number},https://api.github.com/repos/addyosmani/backbone-fundamentals/pulls{/number},https://api.github.com/repos/addyosmani/backbone-fundamentals/milestones{/number},"https://api.github.com/repos/addyosmani/backbone-fundamentals/notifications{?since,all,participating}",https://api.github.com/repos/addyosmani/backbone-fundamentals/labels{/name},https://api.github.com/repos/addyosmani/backbone-fundamentals/releases{/id},2011-12-20T20:49:44Z,2015-06-16T15:50:34Z,2015-06-12T20:18:38Z,git://github.com/addyosmani/backbone-fundamentals.git,git@github.com:addyosmani/backbone-fundamentals.git,https://github.com/addyosmani/backbone-fundamentals.git,https://github.com/addyosmani/backbone-fundamentals,http://addyosmani.github.io/backbone-fundamentals/,134163,9028,9028,JavaScript,TRUE,TRUE,TRUE,TRUE,1454,NA,53,1454,53,9028,gh-pages
9393759,phaser,photonstorm/phaser,FALSE,https://github.com/photonstorm/phaser,"Phaser is a fun, free and fast 2D game framework for making HTML5 games for desktop and mobile web browsers, supporting Canvas and WebGL rendering.",FALSE,https://api.github.com/repos/photonstorm/phaser,https://api.github.com/repos/photonstorm/phaser/forks,https://api.github.com/repos/photonstorm/phaser/keys{/key_id},https://api.github.com/repos/photonstorm/phaser/collaborators{/collaborator},https://api.github.com/repos/photonstorm/phaser/teams,https://api.github.com/repos/photonstorm/phaser/hooks,https://api.github.com/repos/photonstorm/phaser/issues/events{/number},https://api.github.com/repos/photonstorm/phaser/events,https://api.github.com/repos/photonstorm/phaser/assignees{/user},https://api.github.com/repos/photonstorm/phaser/branches{/branch},https://api.github.com/repos/photonstorm/phaser/tags,https://api.github.com/repos/photonstorm/phaser/git/blobs{/sha},https://api.github.com/repos/photonstorm/phaser/git/tags{/sha},https://api.github.com/repos/photonstorm/phaser/git/refs{/sha},https://api.github.com/repos/photonstorm/phaser/git/trees{/sha},https://api.github.com/repos/photonstorm/phaser/statuses/{sha},https://api.github.com/repos/photonstorm/phaser/languages,https://api.github.com/repos/photonstorm/phaser/stargazers,https://api.github.com/repos/photonstorm/phaser/contributors,https://api.github.com/repos/photonstorm/phaser/subscribers,https://api.github.com/repos/photonstorm/phaser/subscription,https://api.github.com/repos/photonstorm/phaser/commits{/sha},https://api.github.com/repos/photonstorm/phaser/git/commits{/sha},https://api.github.com/repos/photonstorm/phaser/comments{/number},https://api.github.com/repos/photonstorm/phaser/issues/comments{/number},https://api.github.com/repos/photonstorm/phaser/contents/{+path},https://api.github.com/repos/photonstorm/phaser/compare/{base}...{head},https://api.github.com/repos/photonstorm/phaser/merges,https://api.github.com/repos/photonstorm/phaser/{archive_format}{/ref},https://api.github.com/repos/photonstorm/phaser/downloads,https://api.github.com/repos/photonstorm/phaser/issues{/number},https://api.github.com/repos/photonstorm/phaser/pulls{/number},https://api.github.com/repos/photonstorm/phaser/milestones{/number},"https://api.github.com/repos/photonstorm/phaser/notifications{?since,all,participating}",https://api.github.com/repos/photonstorm/phaser/labels{/name},https://api.github.com/repos/photonstorm/phaser/releases{/id},2013-04-12T12:27:51Z,2015-06-16T15:23:56Z,2015-06-16T18:10:07Z,git://github.com/photonstorm/phaser.git,git@github.com:photonstorm/phaser.git,https://github.com/photonstorm/phaser.git,https://github.com/photonstorm/phaser,http://phaser.io,193549,8796,8796,JavaScript,TRUE,TRUE,FALSE,FALSE,3100,NA,72,3100,72,8796,master
22362099,angular-styleguide,johnpapa/angular-styleguide,FALSE,https://github.com/johnpapa/angular-styleguide,Angular Style Guide: A starting point for Angular development teams to provide consistency through good practices.,FALSE,https://api.github.com/repos/johnpapa/angular-styleguide,https://api.github.com/repos/johnpapa/angular-styleguide/forks,https://api.github.com/repos/johnpapa/angular-styleguide/keys{/key_id},https://api.github.com/repos/johnpapa/angular-styleguide/collaborators{/collaborator},https://api.github.com/repos/johnpapa/angular-styleguide/teams,https://api.github.com/repos/johnpapa/angular-styleguide/hooks,https://api.github.com/repos/johnpapa/angular-styleguide/issues/events{/number},https://api.github.com/repos/johnpapa/angular-styleguide/events,https://api.github.com/repos/johnpapa/angular-styleguide/assignees{/user},https://api.github.com/repos/johnpapa/angular-styleguide/branches{/branch},https://api.github.com/repos/johnpapa/angular-styleguide/tags,https://api.github.com/repos/johnpapa/angular-styleguide/git/blobs{/sha},https://api.github.com/repos/johnpapa/angular-styleguide/git/tags{/sha},https://api.github.com/repos/johnpapa/angular-styleguide/git/refs{/sha},https://api.github.com/repos/johnpapa/angular-styleguide/git/trees{/sha},https://api.github.com/repos/johnpapa/angular-styleguide/statuses/{sha},https://api.github.com/repos/johnpapa/angular-styleguide/languages,https://api.github.com/repos/johnpapa/angular-styleguide/stargazers,https://api.github.com/repos/johnpapa/angular-styleguide/contributors,https://api.github.com/repos/johnpapa/angular-styleguide/subscribers,https://api.github.com/repos/johnpapa/angular-styleguide/subscription,https://api.github.com/repos/johnpapa/angular-styleguide/commits{/sha},https://api.github.com/repos/johnpapa/angular-styleguide/git/commits{/sha},https://api.github.com/repos/johnpapa/angular-styleguide/comments{/number},https://api.github.com/repos/johnpapa/angular-styleguide/issues/comments{/number},https://api.github.com/repos/johnpapa/angular-styleguide/contents/{+path},https://api.github.com/repos/johnpapa/angular-styleguide/compare/{base}...{head},https://api.github.com/repos/johnpapa/angular-styleguide/merges,https://api.github.com/repos/johnpapa/angular-styleguide/{archive_format}{/ref},https://api.github.com/repos/johnpapa/angular-styleguide/downloads,https://api.github.com/repos/johnpapa/angular-styleguide/issues{/number},https://api.github.com/repos/johnpapa/angular-styleguide/pulls{/number},https://api.github.com/repos/johnpapa/angular-styleguide/milestones{/number},"https://api.github.com/repos/johnpapa/angular-styleguide/notifications{?since,all,participating}",https://api.github.com/repos/johnpapa/angular-styleguide/labels{/name},https://api.github.com/repos/johnpapa/angular-styleguide/releases{/id},2014-07-29T00:07:51Z,2015-06-16T19:09:40Z,2015-06-15T11:58:25Z,git://github.com/johnpapa/angular-styleguide.git,git@github.com:johnpapa/angular-styleguide.git,https://github.com/johnpapa/angular-styleguide.git,https://github.com/johnpapa/angular-styleguide,http://johnpapa.net,5210,8610,8610,NA,TRUE,TRUE,FALSE,FALSE,1193,NA,22,1193,22,8610,master
1357796,emscripten,kripken/emscripten,FALSE,https://github.com/kripken/emscripten,Emscripten: An LLVM-to-JavaScript Compiler,FALSE,https://api.github.com/repos/kripken/emscripten,https://api.github.com/repos/kripken/emscripten/forks,https://api.github.com/repos/kripken/emscripten/keys{/key_id},https://api.github.com/repos/kripken/emscripten/collaborators{/collaborator},https://api.github.com/repos/kripken/emscripten/teams,https://api.github.com/repos/kripken/emscripten/hooks,https://api.github.com/repos/kripken/emscripten/issues/events{/number},https://api.github.com/repos/kripken/emscripten/events,https://api.github.com/repos/kripken/emscripten/assignees{/user},https://api.github.com/repos/kripken/emscripten/branches{/branch},https://api.github.com/repos/kripken/emscripten/tags,https://api.github.com/repos/kripken/emscripten/git/blobs{/sha},https://api.github.com/repos/kripken/emscripten/git/tags{/sha},https://api.github.com/repos/kripken/emscripten/git/refs{/sha},https://api.github.com/repos/kripken/emscripten/git/trees{/sha},https://api.github.com/repos/kripken/emscripten/statuses/{sha},https://api.github.com/repos/kripken/emscripten/languages,https://api.github.com/repos/kripken/emscripten/stargazers,https://api.github.com/repos/kripken/emscripten/contributors,https://api.github.com/repos/kripken/emscripten/subscribers,https://api.github.com/repos/kripken/emscripten/subscription,https://api.github.com/repos/kripken/emscripten/commits{/sha},https://api.github.com/repos/kripken/emscripten/git/commits{/sha},https://api.github.com/repos/kripken/emscripten/comments{/number},https://api.github.com/repos/kripken/emscripten/issues/comments{/number},https://api.github.com/repos/kripken/emscripten/contents/{+path},https://api.github.com/repos/kripken/emscripten/compare/{base}...{head},https://api.github.com/repos/kripken/emscripten/merges,https://api.github.com/repos/kripken/emscripten/{archive_format}{/ref},https://api.github.com/repos/kripken/emscripten/downloads,https://api.github.com/repos/kripken/emscripten/issues{/number},https://api.github.com/repos/kripken/emscripten/pulls{/number},https://api.github.com/repos/kripken/emscripten/milestones{/number},"https://api.github.com/repos/kripken/emscripten/notifications{?since,all,participating}",https://api.github.com/repos/kripken/emscripten/labels{/name},https://api.github.com/repos/kripken/emscripten/releases{/id},2011-02-12T05:23:30Z,2015-06-16T07:17:46Z,2015-06-16T18:38:11Z,git://github.com/kripken/emscripten.git,git@github.com:kripken/emscripten.git,https://github.com/kripken/emscripten.git,https://github.com/kripken/emscripten,,242236,8418,8418,C,TRUE,TRUE,TRUE,FALSE,971,NA,611,971,611,8418,master
15653276,android-open-project,Trinea/android-open-project,FALSE,https://github.com/Trinea/android-open-project,Collect and classify android open source projects <U+5FAE><U+4FE1><U+516C><U+4F17><U+53F7>:codekk <U+5FAE><U+535A>:,FALSE,https://api.github.com/repos/Trinea/android-open-project,https://api.github.com/repos/Trinea/android-open-project/forks,https://api.github.com/repos/Trinea/android-open-project/keys{/key_id},https://api.github.com/repos/Trinea/android-open-project/collaborators{/collaborator},https://api.github.com/repos/Trinea/android-open-project/teams,https://api.github.com/repos/Trinea/android-open-project/hooks,https://api.github.com/repos/Trinea/android-open-project/issues/events{/number},https://api.github.com/repos/Trinea/android-open-project/events,https://api.github.com/repos/Trinea/android-open-project/assignees{/user},https://api.github.com/repos/Trinea/android-open-project/branches{/branch},https://api.github.com/repos/Trinea/android-open-project/tags,https://api.github.com/repos/Trinea/android-open-project/git/blobs{/sha},https://api.github.com/repos/Trinea/android-open-project/git/tags{/sha},https://api.github.com/repos/Trinea/android-open-project/git/refs{/sha},https://api.github.com/repos/Trinea/android-open-project/git/trees{/sha},https://api.github.com/repos/Trinea/android-open-project/statuses/{sha},https://api.github.com/repos/Trinea/android-open-project/languages,https://api.github.com/repos/Trinea/android-open-project/stargazers,https://api.github.com/repos/Trinea/android-open-project/contributors,https://api.github.com/repos/Trinea/android-open-project/subscribers,https://api.github.com/repos/Trinea/android-open-project/subscription,https://api.github.com/repos/Trinea/android-open-project/commits{/sha},https://api.github.com/repos/Trinea/android-open-project/git/commits{/sha},https://api.github.com/repos/Trinea/android-open-project/comments{/number},https://api.github.com/repos/Trinea/android-open-project/issues/comments{/number},https://api.github.com/repos/Trinea/android-open-project/contents/{+path},https://api.github.com/repos/Trinea/android-open-project/compare/{base}...{head},https://api.github.com/repos/Trinea/android-open-project/merges,https://api.github.com/repos/Trinea/android-open-project/{archive_format}{/ref},https://api.github.com/repos/Trinea/android-open-project/downloads,https://api.github.com/repos/Trinea/android-open-project/issues{/number},https://api.github.com/repos/Trinea/android-open-project/pulls{/number},https://api.github.com/repos/Trinea/android-open-project/milestones{/number},"https://api.github.com/repos/Trinea/android-open-project/notifications{?since,all,participating}",https://api.github.com/repos/Trinea/android-open-project/labels{/name},https://api.github.com/repos/Trinea/android-open-project/releases{/id},2014-01-05T15:20:15Z,2015-06-16T15:49:43Z,2015-06-09T03:38:08Z,git://github.com/Trinea/android-open-project.git,git@github.com:Trinea/android-open-project.git,https://github.com/Trinea/android-open-project.git,https://github.com/Trinea/android-open-project,http://weibo.com/trinea,3500,8407,8407,NA,TRUE,TRUE,TRUE,FALSE,4783,NA,24,4783,24,8407,master
